serial|name|visibility|birthday|gender|location|status|joined|job|language|blogTraffic|posts|myComments|userComments|photos|friends|following|followers|points|lastOnline
5726|PaPoy7273|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5727|GenericGuy19|Public|1985-01-10|Male|?|?|2008-06-22|?|?|1367|9|22|62|1|5|0|1|210|704 days ago
5728|meanmami|Public|1977-12-15|Female|Orlando|In A Relationship|2010-02-14|?|English|383|6|5|21|1|2|0|0|216|283 days ago
5729|missmarysubijano|Public|?|Female|?|Complicated|2012-02-04|?|English, Tagalog|552|11|0|1|4|2|0|0|271|542 days ago
5730|Michael-says|Public|1989-12-10|Male|?|?|2008-06-19|?|?|2852|15|1|26|1|20|0|0|233|1138 days ago
5731|nimlimhb|Public|?|Female|?|?|2010-07-12|?|English|9768|14|4|24|0|1|0|0|337|995 days ago
5732|patrickjpeterson2012|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5733|laylie-21|Public|1993-10-03|Female|houston|Not Specified|2008-06-11|?|english|1593|10|1|4|35|27|0|1|155|1478 days ago
5734|pinnaplewilly101|Public|1990-08-12|Male|?|?|2011-07-20|?|?|258|2|1|4|1|3|0|1|133|750 days ago
5735|Percivel|Public|1936-11-17|Male|Reno|Married|2005-03-26|?|English|143976|1986|2379|3814|116|9|1|6|30421|12 days ago
5736|Randomancer|Public|?|Male|?|?|2011-08-02|?|Spanish|687|5|16|31|1|3|1|2|268|102 days ago
5737|RevelationRationality|Public|1990-01-01|Not Specified|?|?|2010-08-20|?|?|360|2|18|22|0|1|0|0|150|689 days ago
5738|ron1959|Public|1959-08-12|Male|?|?|2006-03-10|?|?|1630|18|4|9|0|1|0|0|364|221 days ago
5739|rantsandvents|Public|1994-03-16|Female|?|?|2011-07-13|?|Icelandic|1562|10|2|20|0|6|3|1|270|532 days ago
5740|wolvesandbooks|Public|1996-10-19|Not Specified|?|Single|2011-04-06|?|?|1770|27|13|16|10|5|0|0|540|358 days ago
5741|superdorian|Public|?|Male|?|Prefer Not To Say|2010-07-17|?|English and Chinese (Mandarin)|2124|16|25|48|4|13|0|1|378|1013 days ago
5742|monrytips|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5743|worldhistory|Public|?|Not Specified|?|?|2010-07-19|?|?|361|5|4|6|7|3|0|0|228|461 days ago
5744|clavinova|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5745|doublelife|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5746|thoughtbubbles|Public|1992-05-21|Female|?|In A Relationship|2011-07-11|?|English|848|5|3|9|1|3|1|1|184|752 days ago
5747|WWTexas|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5748|drsoundmind|Public|?|Not Specified|?|?|2009-03-04|?|?|10505|36|5|191|0|1|0|0|674|1056 days ago
5749|girl-with-issues|Public|?|Female|?|Not Specified|2011-10-22|?|English|1926|17|26|72|52|10|0|2|400|552 days ago
5750|adviceforanythingteens|Public|1988-01-01|Not Specified|?|?|2010-08-01|?|?|290|1|0|0|2|2|0|1|118|1013 days ago
5751|jmtrementozi|Public|1991-02-21|Female|?|?|2009-11-02|?|?|907|18|1|27|0|3|0|3|401|925 days ago
5752|csusterling|Public|?|Male|?|?|2010-07-31|?|?|876|0|7|42|0|4|0|3|137|781 days ago
5753|jonweidner|Public|?|Male|?|?|2012-02-16|?|?|78|2|11|0|2|11|1|0|154|574 days ago
5754|jsweeney12|Public|1990-09-16|Male|Pacifica|?|2010-07-31|?|English|458|10|2|10|0|5|0|2|267|812 days ago
5755|kalidsdeziner|Public|1987-05-13|Not Specified|?|?|2011-03-15|?|?|18|0|0|0|1|3|0|0|100|854 days ago
5756|misslonely|Public|?|Female|NA|Single|2010-10-20|?|English|192|4|7|15|1|2|0|0|173|817 days ago
5757|leadershiptraining|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5758|marinao91|Public|1991-04-08|Female|?|?|2010-07-29|?|English|2431|16|7|34|15|3|0|2|425|351 days ago
5759|vbruni1991|Public|1991-08-15|Not Specified|?|?|2010-10-03|?|?|1063|6|2|11|0|4|0|2|204|832 days ago
5760|moviesavvy|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5761|ModelAnarchist|Public|1981-01-01|Male|?|null|2009-05-03|?|English|549|6|72|23|1|1|0|0|311|903 days ago
5762|jpugh|Public|1986-02-20|Female|?|Single|2009-01-28|?|?|2399|19|1|29|0|15|1|0|495|123 days ago
5763|NicolesPoetry|Public|?|Female|Over|?|2010-08-10|?|?|277|3|14|21|2|3|0|0|167|1004 days ago
5764|ShelbyNicole|Public|1994-02-19|Female|?|Single|2010-07-21|?|English|140|2|2|3|1|2|1|0|135|1042 days ago
5765|sheyh20711|Public|?|Female|?|?|2010-04-10|?|english, some french|866|15|4|10|1|7|0|1|356|101 days ago
5766|spokenofthecereal|Public|?|Female|Arkansas|In A Relationship|2010-07-16|Odd Jobs|English, working on my Spanish|156|1|3|6|2|5|0|0|119|912 days ago
5767|sugarNspiceluver|Public|?|Female|My room|Not Interested|2010-01-17|?|English!|2887|30|28|96|0|15|0|0|657|840 days ago
5768|blogdogg|Public|?|Male|?|Single|2009-05-28|?|English ONLY|2158|1|114|124|25|4|1|3|496|817 days ago
5769|samsisti|Public|?|Female|?|?|2010-07-25|?|?|201|14|18|47|23|6|1|1|336|939 days ago
5770|TubacJoy|Public|?|Female|Tubac|Married|2010-08-02|?|English|271|5|3|9|7|2|0|0|188|922 days ago
5771|GossipingGirl|Public|1992-12-31|Female|?|Not Interested|2009-08-23|?|English|180|2|3|2|2|5|0|0|137|1303 days ago
5772|scotty2hotty|Public|1993-01-16|Male|?|Single|2009-01-27|?|?|243|4|1|3|1|5|0|0|199|1411 days ago
5773|achikafu|Public|1987-04-09|Not Specified|Kuala Lumpur|Single|2008-12-07|Medical Lab Technologist|English, Malay, a little Japanese|850|4|0|0|1|1|0|0|197|1499 days ago
5774|oliviax3|Public|1996-05-14|Not Specified|?|?|2011-01-22|?|?|27|1|0|0|0|8|0|0|123|887 days ago
5775|deniesmax|Public|1979-01-01|Male|?|?|2011-01-20|?|English|470|20|0|0|1|1|0|0|409|811 days ago
5776|andress|Public|1986-04-15|Male|?|?|2008-12-09|?|?|188|2|0|3|1|2|0|0|167|1496 days ago
5777|anglophile|Public|1947-08-17|Female|Southgate|?|2007-01-04|?|?|16814|85|31|56|53|5|0|1|1331|561 days ago
5778|CarmPadilla|Public|1979-02-06|Female|?|?|2008-08-28|?|?|2184|14|8|20|34|7|0|2|225|1409 days ago
5779|moreandmore|Public|1980-09-17|Male|?|single|2008-06-24|?|?|1308|7|2|4|2|4|0|1|105|1632 days ago
5780|featherbookseries|Public|1982-03-22|Female|?|Not Specified|2008-12-05|Graphic Artist|English|1403|17|5|16|2|2|0|0|399|1504 days ago
5781|noadmision|Public|1986-02-25|Female|?|?|2008-06-24|?|?|291|0|0|0|0|3|0|0|0|1648 days ago
5782|wwa|Public|1990-01-01|Female|?|Not Specified|2008-12-07|?|?|287|6|0|1|6|1|0|0|228|1475 days ago
5783|Shorty-peace|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5784|aliciagrace|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5785|svanhout|Public|?|Female|?|Not Specified|2008-12-14|?|?|811|3|0|0|1|3|0|0|179|1493 days ago
5786|Ephemeral|Public|2008-01-01|Female|?|?|2008-06-30|?|?|262|0|1|0|2|3|0|0|0|1618 days ago
5787|Tati|Public|1979-05-08|Female|?|Single|2008-12-21|?|?|511|6|14|13|2|6|0|0|291|1425 days ago
5788|SpookyMcSpookers|Public|1991-09-14|Female|?|?|2008-06-30|?|?|988|4|3|2|3|3|0|0|60|1634 days ago
5789|mill1on|Public|1992-08-25|Female|?|?|2008-06-22|?|?|1421|9|7|7|5|5|0|0|135|1638 days ago
5790|blacksheep|Public|1967-11-14|Female|?|?|2010-11-09|?|?|30|0|5|0|1|1|1|0|116|942 days ago
5791|carworldeclassifindscom|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5792|caitlynjhnsn|Public|?|Female|?|?|2010-10-07|?|?|903|6|7|6|12|5|0|0|199|949 days ago
5793|1blackice|Public|?|Male|West Palm Beach|?|2010-06-30|Owner|?|83|1|3|9|1|2|1|0|125|1023 days ago
5794|adsgodblog|Public|1984-03-28|Not Specified|?|?|2011-06-27|?|?|18|0|0|0|1|4|0|0|100|771 days ago
5795|AGirlWithABlog|Public|1994-07-07|Not Specified|?|?|2010-07-22|?|?|4|0|0|0|0|1|1|0|100|1041 days ago
5796|KidAgentXerra|Public|?|Female|?|?|2009-11-19|?|?|77|1|0|0|2|1|0|0|115|1238 days ago
5797|tinamaebarto33|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5798|lifeasdella101|Public|1995-03-01|Female|West Yellowstone|Complicated|2010-09-30|Student|English|741|10|14|38|1|9|0|0|289|676 days ago
5799|analynbrown|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5800|eternallove|Public|1976-11-09|Female|?|?|2006-11-13|?|?|4474|21|72|38|1|4|1|0|325|984 days ago
5801|alexismeri|Public|?|Female|?|Single|2010-07-21|?|?|170|3|2|5|2|2|1|0|151|1036 days ago
5802|nmhollett|Public|?|Female|?|?|2009-10-30|?|?|1559|16|19|51|3|10|1|4|399|921 days ago
5803|anglican|Public|?|Male|?|Married|2010-09-24|?|English|95|12|0|6|7|2|2|0|291|956 days ago
5804|gem5stone|Public|?|Not Specified|?|?|2010-02-05|?|?|98|1|2|5|3|4|0|0|120|1162 days ago
5805|CamiGhettoPrincess|Public|1995-05-19|Female|Scottsdale|In A Relationship|2010-10-13|?|English|151|1|11|7|1|15|0|0|134|973 days ago
5806|BigHippie|Public|?|Not Specified|?|Not Specified|2010-08-25|?|English|115|7|8|23|5|6|0|1|222|971 days ago
5807|arvind0602|Public|?|Male|?|Single|2010-07-05|?|English|124|2|2|5|0|2|0|1|140|503 days ago
5808|ASerialKiller|Public|1994-06-08|Male|?|?|2010-07-20|?|English|326|6|5|6|5|10|0|1|215|1008 days ago
5809|creationsbyeva|Public|?|Female|?|?|2010-10-01|?|?|43|15|1|1|32|1|0|0|336|964 days ago
5810|BastanteTaty|Public|1998-08-16|Female|Hoover|?|2010-07-26|?|English Mostly|55|6|1|3|20|4|0|0|198|1008 days ago
5811|domcodma|Public|?|Female|?|Married|2010-10-28|?|?|24|1|2|9|4|2|0|1|120|959 days ago
5812|BlakeBlankenship|Public|1995-02-16|Male|tell later|Single|2010-07-04|?|English|22|0|0|0|4|5|0|0|103|1026 days ago
5813|CatWoman|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5814|charlotejean|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5815|dubemonwubualili|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5816|disney-movies|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5817|ed77burns|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5818|homegrownmusic|Public|1987-10-22|Male|Knysna|?|2010-10-15|Webmaster|English|19|1|0|1|17|1|0|0|117|950 days ago
5819|clearcreekyoga|Public|1988-03-02|Female|?|?|2010-07-08|Dr. Paula Barros D.C.|?|252|1|0|0|2|1|0|0|119|1036 days ago
5820|donnamcdiarmid|Public|1986-03-14|Female|?|Married|2010-10-25|Bestest Job Ever|English|1312|6|1|15|5|2|1|0|194|963 days ago
5821|esgeorges|Public|1988-04-17|Male|Chico|?|2010-01-03|Supervisor|English|1326|13|0|16|16|6|0|2|337|712 days ago
5822|fashangel|Public|1991-04-04|Female|?|Single|2010-10-25|?|english|530|2|0|0|5|2|0|0|134|796 days ago
5823|gloss4beauty|Public|1989-09-20|Not Specified|?|?|2010-06-25|?|?|514|11|1|4|16|4|0|0|293|940 days ago
5824|HannahheartzMj|Public|?|Female|?|Single|2010-07-31|?|english|522|6|5|2|3|4|0|0|206|1007 days ago
5825|HufflePuffingBadger|Public|1998-01-01|Female|Newport|Not Interested|2010-07-08|?|English|56|4|0|0|2|2|1|0|166|1035 days ago
5826|MarianRhea|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5827|IgnaLovesPancakes|Public|1995-08-28|Not Specified|?|Single|2010-07-21|?|?|63|0|1|0|1|1|0|0|105|1034 days ago
5828|iphoneart|Public|1987-01-01|Not Specified|?|?|2010-06-26|?|?|261|5|0|0|0|2|0|0|178|1051 days ago
5829|IndianSoul|Public|1998-06-04|Female|?|Single|2010-06-29|?|English|507|2|2|9|1|1|0|0|136|1042 days ago
5830|Killamaribellaa|Public|?|Female|?|?|2010-07-17|?|English|9|3|0|0|0|1|0|0|149|1012 days ago
5831|kaerwelder|Public|?|Female|weihai|?|2010-07-27|?|english|1329|7|0|2|13|1|0|0|209|1004 days ago
5832|journalwriter|Public|?|Female|?|Single|2010-07-06|?|English|350|3|4|4|0|1|0|0|152|997 days ago
5833|KelliBSky|Public|?|Female|?|Married|2010-07-24|?|?|622|1|1|2|0|2|0|0|119|1037 days ago
5834|kuyakayl|Public|?|Female|?|?|2010-08-30|?|english|9|0|0|0|0|2|0|0|102|1002 days ago
5835|KtMc2010|Public|1992-07-22|Female|?|Single|2010-07-03|Impact Team Position|English|42|0|0|0|2|1|0|0|102|1048 days ago
5836|lavaloo1|Public|1996-03-22|Female|Melbourne|?|2010-09-18|?|English|869|6|2|7|1|3|0|0|198|963 days ago
5837|kristen3|Public|1993-07-26|Female|?|In A Relationship|2010-09-16|?|?|28|1|0|3|1|3|0|0|116|996 days ago
5838|lilmyree3|Public|1997-01-02|Female|?|Single|2010-09-12|?|english|15|1|0|1|0|2|1|0|120|990 days ago
5839|michealgoodyear|Public|?|Male|?|Complicated|2010-10-04|?|?|177|2|3|8|1|7|1|3|147|885 days ago
5840|littlewoodenbutch|Public|1983-12-30|Female|Long Beach|?|2010-07-25|?|English|108|7|9|20|2|1|0|0|225|1025 days ago
5841|MichelleseBiz|Public|?|Female|Perryville|?|2010-07-24|?|English|12|1|4|7|1|1|0|0|118|1039 days ago
5842|Mominoki|Public|1989-11-23|Female|?|Single|2010-07-29|?|Eglish, Lithuanian, Japanese|279|5|4|3|1|1|0|0|195|838 days ago
5843|Mybookexperiences|Public|?|Female|?|Single|2011-04-06|?|english|625|8|1|9|11|3|1|0|226|824 days ago
5844|nikolairossi|Public|?|Not Specified|?|?|2010-07-18|?|?|18|0|0|0|5|1|0|0|102|1041 days ago
5845|muktownqb|Public|1993-12-22|Not Specified|?|?|2010-08-03|?|?|481|4|0|0|0|2|0|0|162|977 days ago
5846|Noshadowking|Public|?|Male|?|?|2010-08-10|?|?|98|1|3|4|4|3|0|0|121|1022 days ago
5847|SandraGolden|Public|1960-06-16|Female|Memphis|Married|2010-07-02|Author|English|131|2|1|4|3|1|0|0|137|1048 days ago
5848|rkrai123|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5849|questionbeauty|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5850|navychief22|Public|1972-02-22|Not Specified|?|?|2010-10-05|?|?|15|1|1|3|0|1|0|0|118|981 days ago
5851|rhodester|Public|?|Not Specified|Gainesville|In A Relationship|2010-06-30|?|?|169|5|0|3|29|2|0|0|183|1050 days ago
5852|sketchypromises|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5853|StephanieBrown|Public|1989-12-12|Female|lburg|Married|2010-09-09|?|?|36|3|2|6|0|2|1|0|150|998 days ago
5854|supersinger471|Public|?|Female|?|Complicated|2010-07-04|?|eNgLiSh :)|387|6|2|4|2|3|0|0|223|764 days ago
5855|smartiepantz|Public|?|Female|Toronto|Complicated|2010-07-25|Self-Employed|English|87|3|1|5|2|1|0|0|148|1038 days ago
5856|ThekopZaaz|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5857|thehairytruth|Public|1977-08-21|Female|?|?|2010-09-02|?|?|123|2|3|9|1|2|0|0|139|823 days ago
5858|triciajohansson|Public|1992-11-24|Female|?|Complicated|2010-09-05|?|?|1506|13|3|17|42|4|0|0|327|127 days ago
5859|twinfingers|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5860|americanmuscle|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5861|tifmoonfany|Public|1987-04-10|Female|Anhui province|?|2010-06-29|?|English|287|2|4|2|1|4|0|0|145|1048 days ago
5862|weightlossbeautifulbody|Public|1978-03-17|Not Specified|?|?|2010-07-22|?|?|17|0|0|0|0|1|0|0|101|1035 days ago
5863|trisight|Public|?|Male|?|?|2010-09-19|?|?|9|0|0|0|0|1|1|0|120|953 days ago
5864|leemccain|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5865|bittersweet-envy|Public|1986-11-24|Female|?|?|2008-05-29|?|?|1213|2|0|4|1|17|0|0|31|1370 days ago
5866|pradhumnbahrdawj|Public|1990-06-07|Male|?|?|2008-06-30|?|?|60|0|0|0|0|2|0|0|0|1644 days ago
5867|chaderick|Public|1980-03-02|Male|Columbia|Not Interested|2006-07-19|Health Care|?|923|2|7|1|1|1|0|0|39|1200 days ago
5868|santiago|Public|1966-11-17|Male|Statesville|Married|2006-05-18|Admin and Clerical|?|35455|176|191|238|7|16|5|1|2640|1840 days ago
5869|Highwaymike|Public|1980-05-02|Male|?|Married|2010-06-22|Youth &amp; Family Minister|English|706|6|3|17|1|1|0|0|206|729 days ago
5870|steffiedotorg|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5871|redisthecolor|Public|1958-06-21|Female|Little Rock|Not Interested|2007-01-11|?|?|1270|2|30|15|0|1|1|0|115|549 days ago
5872|runnergal|Public|1982-12-28|Female|Dallas|Not Interested|2006-09-06|?|?|153|1|0|1|0|1|0|0|15|2047 days ago
5873|seren1|Public|1974-05-08|Female|Blogsterville|Not Interested|2007-06-19|Other|?|1949|11|42|43|0|2|0|0|165|1905 days ago
5874|SWOG1961|Public|1961-09-25|Female|?|?|2010-08-17|?|?|750|4|16|24|0|1|8|1|206|963 days ago
5875|Wisdom|Public|1933-01-20|Female|Somewhere|Not Interested|2005-09-01|?|?|13968|89|163|341|0|14|2|2|1335|1868 days ago
5876|vaporinthewind|Public|1959-01-13|Male|?|Single|2007-01-08|?|?|1798|8|22|11|0|1|1|0|251|549 days ago
5877|ccallens|Public|1989-11-13|Not Specified|?|?|2011-09-28|?|?|2057|17|0|28|38|6|1|3|386|512 days ago
5878|romeoloverjuliet|Public|?|Female|Aurora|?|2012-02-23|?|English|749|15|14|17|3|6|0|1|362|544 days ago
5879|ElfledaIynx|Public|1984-08-31|Female|?|Single|2012-02-16|?|English|199|2|5|13|10|1|0|1|133|581 days ago
5880|gracenolasco|Public|?|Female|?|?|2011-09-27|?|?|1634|20|0|24|3|1|0|1|437|303 days ago
5881|allthecoolkidsaredoingit|Public|1990-02-27|Female|?|Single|2010-10-21|?|English|19381|24|10|24|3|1|0|1|500|443 days ago
5882|alyssalotito|Public|?|Not Specified|?|?|2011-01-25|?|?|1646|7|33|64|0|20|0|2|308|804 days ago
5883|arpuckett|Public|?|Female|?|Complicated|2011-01-23|?|?|797|7|1|3|1|4|0|0|214|838 days ago
5884|AmandaKBrown3|Public|?|Not Specified|?|?|2010-07-07|?|?|8800|11|33|46|8|6|0|5|732|344 days ago
5885|bellaparanaque|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5886|thewander101|Public|1993-07-04|Female|?|Complicated|2012-01-10|cashier and cart attendant|english|541|12|26|58|11|8|6|3|302|606 days ago
5887|arslanordietrying|Public|1991-01-16|Male|?|?|2011-01-25|?|?|10|0|0|0|3|1|0|0|103|888 days ago
5888|brashfello|Public|1960-06-14|Male|Mountlake Terrace|Single|2011-01-22|Market Development Representativ|English|136|3|4|9|7|1|0|0|154|888 days ago
5889|chearomi|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5890|ryanyatesie7|Public|1988-05-27|Not Specified|?|?|2010-03-05|?|English|15|0|2|0|2|1|0|0|104|1153 days ago
5891|cat606909|Public|?|Female|?|?|2011-01-25|?|?|14|1|1|1|1|1|0|0|120|884 days ago
5892|bradyriskmanagement|Public|1999-01-01|Not Specified|Huntington|?|2011-01-19|?|English|15|4|0|1|4|1|0|0|161|893 days ago
5893|charmeleon|Public|1990-01-22|Male|?|?|2011-01-21|?|english|122|2|1|4|0|1|0|0|137|880 days ago
5894|DaveKeller|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5895|deathlyfunny|Public|1998-06-08|Not Specified|?|?|2011-01-23|?|English|686|8|9|17|1|5|1|0|249|873 days ago
5896|cjohnson87|Public|1987-07-23|Male|?|?|2010-09-27|?|?|4375|12|0|14|2|4|0|2|298|814 days ago
5897|CrazyWhiteBoy|Public|1993-09-02|Male|Parkersburg|?|2011-01-28|?|English|818|1|0|0|1|2|0|0|122|869 days ago
5898|childlesswomen82|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5899|cclose1992|Public|1992-07-29|Female|?|In A Relationship|2011-01-25|?|English|507|6|5|14|1|6|0|0|227|657 days ago
5900|DelightfulSins|Public|1994-10-04|Female|North York|In A Relationship|2011-01-19|?|English, French, Japanese|188|3|2|4|3|2|0|0|154|860 days ago
5901|foodinwords|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5902|destinationindia|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5903|depuyhipreplacement|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5904|FeralAngel|Public|1992-12-01|Female|Indianapolis|In A Relationship|2011-01-25|Administrative Services Intern|English and Spanish|132|3|2|7|0|1|0|0|148|891 days ago
5905|DianaFadal|Public|?|Female|Gods Presence|?|2011-01-24|?|Mermish, Elvish, Arabic, Japanese, Spanish|221|7|2|4|0|2|0|0|218|819 days ago
5906|eventsbycandy|Public|?|Female|?|?|2011-01-22|Event / Wedding Coordinator|English|154|1|0|1|14|1|0|0|117|892 days ago
5907|heartless-nobody|Public|1995-02-21|Female|?|?|2011-01-23|?|Japanese|181|4|0|0|0|2|0|0|161|868 days ago
5908|gevans123|Public|1988-03-16|Male|?|?|2011-01-26|?|?|1489|8|16|33|1|10|0|2|256|803 days ago
5909|jgunnerson|Public|?|Female|?|?|2011-01-26|?|English|1168|7|33|47|0|11|0|1|268|804 days ago
5910|jdimarco|Public|1989-11-15|Male|?|?|2011-01-26|?|?|229|4|1|5|1|2|0|0|166|888 days ago
5911|IslandTea|Public|?|Male|?|?|2010-10-02|?|?|2682|16|1|20|8|2|0|1|384|813 days ago
5912|JeffThiel|Public|?|Male|?|?|2011-01-26|?|?|955|7|17|28|0|5|0|1|250|803 days ago
5913|kbouchaplit|Public|1993-09-16|Female|?|?|2010-06-05|?|?|1817|40|1|5|2|1|0|0|722|887 days ago
5914|kschapansky|Public|?|Female|?|?|2011-01-24|?|?|537|7|17|30|1|38|1|3|251|803 days ago
5915|jennifersiino|Public|1989-06-15|Female|?|?|2010-07-30|?|?|2643|14|1|18|7|1|0|1|333|815 days ago
5916|KarlieAnn|Public|?|Female|?|?|2010-10-03|?|?|1936|8|3|19|1|3|0|4|248|815 days ago
5917|Jimmy2268|Public|?|Male|?|Single|2011-01-21|?|?|414|4|0|0|1|1|0|0|164|850 days ago
5918|LauraWilliams|Public|?|Female|Denver|Married|2011-01-21|Payroll|English|170|4|3|6|6|1|0|0|171|878 days ago
5919|livelovelaughforever|Public|?|Not Specified|?|?|2011-01-26|?|?|104|1|1|2|0|1|0|0|123|884 days ago
5920|jwhitak2|Public|1988-05-28|Male|?|Not Interested|2011-01-24|?|English|1643|5|39|45|2|36|0|2|292|760 days ago
5921|madisonmccrea2|Public|1991-04-16|Female|?|?|2010-09-29|?|?|2020|15|0|19|2|5|0|2|366|808 days ago
5922|mikinios|Public|1988-06-03|Female|?|?|2011-01-24|?|?|508|3|30|29|1|4|2|2|219|569 days ago
5923|mysfred2|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5924|nicholasmonroe|Public|1985-03-15|Male|Paradise|?|2010-07-31|?|American English|2030|9|2|17|0|6|5|2|274|818 days ago
5925|phenmas1|Public|1987-03-13|Male|?|?|2011-01-26|Photographer/Owner|English|385|1|1|2|2|1|0|0|120|888 days ago
5926|nicoledawn|Public|1983-05-08|Not Specified|?|?|2011-02-07|?|?|4|0|0|0|0|1|0|0|100|882 days ago
5927|rivertamm|Public|1988-03-23|Not Specified|?|?|2010-07-31|?|?|2672|18|2|25|26|2|0|1|422|812 days ago
5928|ThisandThatplusWhatever|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5929|smishima|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5930|sicenhour|Public|1993-08-12|Not Specified|?|?|2010-11-07|?|?|27|0|5|0|3|2|1|0|118|888 days ago
5931|seanaday|Public|?|Male|?|?|2011-01-22|?|English|679|7|1|2|1|1|0|0|218|754 days ago
5932|smileyxylie|Public|?|Female|?|In A Relationship|2010-12-06|?|?|2893|12|12|40|15|2|0|0|324|858 days ago
5933|Anthony5897|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5934|tiffanylane|Public|1987-06-10|Female|Chico|?|2010-07-29|?|English|2998|20|4|30|40|7|0|3|476|808 days ago
5935|tundrabiomes|Public|1996-04-05|Female|?|?|2010-10-21|?|?|1099|22|10|29|42|1|0|0|472|842 days ago
5936|snarksnark|Public|?|Not Specified|?|?|2011-01-30|?|?|542|8|1|13|4|7|0|1|233|781 days ago
5937|bieberhottie115|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5938|kerontensblog|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5939|WanderingThoughts|Public|1991-03-25|Female|?|Single|2011-01-24|?|?|49|1|0|0|1|3|0|0|125|860 days ago
5940|ghostENT|Public|1989-12-13|Not Specified|?|?|2010-04-26|?|?|45|0|5|0|0|5|0|0|106|1090 days ago
5941|Br3ndaxDDD|Public|1997-04-21|Female|?|?|2010-04-26|?|English|39|0|0|0|0|8|0|0|102|1090 days ago
5942|Glsg9196|Public|1996-04-23|Female|?|?|2010-05-03|?|?|38|0|0|0|0|1|0|0|112|891 days ago
5943|LOVE-ICE-CREAM|Public|1996-11-01|Female|?|?|2010-04-26|?|?|143|2|1|3|2|7|0|0|135|1104 days ago
5944|maggies-new-blog|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5945|youngmoney101|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5946|adiosmofo|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5947|TJMAXXISDABOMB|Public|?|Male|?|?|2010-06-07|?|English|29|1|0|0|0|1|0|0|117|1076 days ago
5948|AndrewSnider|Public|1983-10-07|Male|?|?|2009-08-27|?|?|1140|18|1|23|1|14|1|2|400|1215 days ago
5949|ashmattpier09|Public|?|Female|?|Married|2010-10-25|?|English|2182|8|4|23|3|5|0|0|241|895 days ago
5950|BeckyMiller|Public|1920-01-01|Not Specified|?|?|2005-07-05|?|?|5981|83|82|94|0|28|1|0|1245|2391 days ago
5951|belleoftheball|Public|1994-01-27|Female|null|In A Relationship|2009-05-02|null|null|316|4|2|3|5|1|0|0|199|1388 days ago
